wl_calc,spectrum_peak_nm_fit
1543.5356968281994,1543.4073194129915
1543.5361968281995,1543.4080087596715
1543.5366968281996,1543.4086979683393
1543.5371968281997,1543.4093870388638
1543.5376968281998,1543.4100759711127
1543.5381968282,1543.4107647649557
1543.5386968282,1543.4114534202592
1543.5391968282001,1543.412141936893
1543.5396968282002,1543.4128303147256
1543.5401968282004,1543.4135185536238
1543.5406968282005,1543.4142066534575
1543.5411968282006,1543.414894614094
1543.5416968282007,1543.4155824354027
1543.5421968282008,1543.4162701172509
1543.5426968282009,1543.4169576595073
1543.543196828201,1543.4176450620405
1543.543696828201,1543.418332324719
1543.5441968282012,1543.4190194474102
1543.5446968282013,1543.4197064299829
1543.5451968282014,1543.4203932723065
1543.5456968282015,1543.421079974248
1543.5461968282016,1543.421766535676
1543.5466968282017,1543.4224529564594
1543.5471968282018,1543.4231392364659
1543.5476968282019,1543.423825375564
1543.548196828202,1543.4245113736226
1543.548696828202,1543.4251972305099
1543.5491968282022,1543.4258829460932
1543.5496968282023,1543.426568520242
1543.5501968282024,1543.4272539528242
1543.5506968282025,1543.427939243708
1543.5511968282026,1543.4286243927622
1543.5516968282027,1543.4293093998547
1543.5521968282028,1543.4299942648543
1543.552696828203,1543.430678987629
1543.553196828203,1543.4313635680473
1543.553696828203,1543.4320480059775
1543.5541968282032,1543.4327323012876
1543.5546968282033,1543.4334164538463
1543.5551968282034,1543.4341004635216
1543.5556968282035,1543.4347843301834
1543.5561968282036,1543.435468053698
1543.5566968282037,1543.4361516339343
1543.5571968282038,1543.4368350707612
1543.557696828204,1543.437518364047
1543.558196828204,1543.4382015136596
1543.5586968282041,1543.4388845194674
1543.5591968282042,1543.439567381339
1543.5596968282043,1543.4402500991423
1543.5601968282044,1543.4409326727462
1543.5606968282045,1543.4416151020187
1543.5611968282046,1543.4422973868286
1543.5616968282047,1543.4429795270435
1543.5621968282048,1543.4436615225325
1543.562696828205,1543.444343373163
1543.563196828205,1543.4450250788047
1543.5636968282051,1543.4457066393252
1543.5641968282052,1543.446388054592
1543.5646968282053,1543.4470693244746
1543.5651968282054,1543.4477504488411
1543.5656968282055,1543.44843142756
1543.5661968282056,1543.449112260499
1543.5666968282057,1543.4497929475276
1543.5671968282059,1543.4504734885127
1543.567696828206,1543.4511538833235
1543.568196828206,1543.451834131828
1543.5686968282062,1543.4525142338953
1543.5691968282063,1543.4531941893927
1543.5696968282064,1543.4538739981892
1543.5701968282065,1543.4545536601531
1543.5706968282066,1543.4552331751527
1543.5711968282067,1543.4559125430558
1543.5716968282068,1543.4565917637315
